GEOID,pop_pov,pov_rt
06085511400,3495,1.7
06085511500,7205,4.9
06085511608,187,27.3
06085511609,3290,9.6
06085511701,4518,5.5
06085511702,2803,1.7
06085511704,4680,3.6
06085511705,930,0.8
06085511707,2750,3
06085511800,4490,3.1
06085511905,3166,4.5
06085511907,4042,2.3
06085511909,7945,0.4
06085511910,3240,4.3
06085511911,4865,4.2
06085511912,5418,4.5
06085511913,4353,1.6
06085511914,5924,3.2
06085511915,3579,12.9
06085511916,4777,8.6
06085512001,6932,3
06085512005,6843,6
06085512017,9313,9.9
06085512019,5219,8.8
06085512020,7574,13.1
06085512021,6386,8.9
06085512022,5831,7.5
06085512023,5993,6.8
06085512024,4952,6
06085512025,3343,5.7
06085512026,4060,12
06085512027,4953,4.2
06085512029,7255,2.4
06085512030,3120,1.9
06085512031,4426,3.6
06085512032,3675,3.6
06085512033,6607,9.2
06085512034,2982,3
06085512035,4613,2
06085512036,5422,4
06085512037,3324,6.7
06085512038,3194,10.4
06085512039,5083,4.1
06085512042,2856,7.6
06085512043,6692,19.1
06085512045,5796,4
06085512047,5811,6.6
06085512052,4339,8
06085512053,4511,8.7
06085512100,1496,6.6
06085512200,4239,2.2
06085512305,4547,2.7
06085512307,6691,2.6
06085512308,8439,6.5
06085512309,5169,4
06085512310,4397,11.5
06085512311,3656,4.7
06085512312,3316,7.3
06085512313,3898,11.7
06085512314,6507,11.6
06085512401,5089,7.5
06085512402,5259,6
06085512503,9122,1.3
06085512505,8130,14.8
06085512506,7590,19.4
06085512508,8409,6.7
06085512509,4353,9.8
06085512510,6769,12.2
06085512602,2545,11
06085512603,4486,22.4
06085512604,4771,19.2
06085513000,4398,32
06085513500,940,8.7
06087100100,2169,9
06087100200,5812,9.2
06087100300,3329,20.5
06087100400,1190,27.9
06087100500,6798,37.3
06087100600,3629,14.5
06087100700,1983,20.2
06087100800,7113,23.4
06087100900,4375,13.8
06087101000,8315,50.2
06087101100,5746,16.2
06087101200,3091,14.9
06087110100,7897,11.1
06087110200,8391,10.7
06087110300,7231,24.2
06087110400,7583,22.2
06087110501,7828,20.9
06087110502,6124,8.1
06087110600,7464,8.4
06087110700,3259,21.3
06087120200,4354,12.4
06087120301,5281,7.1
06087120302,3026,13
06087120400,5160,14.2
06087120500,5491,5.1
06087120600,4887,8.9
06087120700,3998,4.2
06087120800,5567,4.3
06087120900,8699,6.6
06087121000,3546,4
06087121100,3459,13.2
06087121200,6622,8.9
06087121300,4130,6.2
06087121401,2553,13.9
06087121402,4375,16.7
06087121403,3493,18.1
06087121500,5478,23.5
06087121600,6831,12.2
06087121700,7484,13.4
06087121800,4390,11.3
06087122001,5366,11.6
06087122002,3368,3.2
06087122003,7037,15.8
06087122100,3181,10.9
06087122201,6799,8
06087122202,2341,7
06087122203,3763,3.9
06087122300,3860,9.1
06087122400,7496,8.3
06087122500,6238,25.3
06087123100,2878,13
06087123300,1826,21.9
06087990100,0,-
06089010100,1142,27.1
06089010200,2306,30.8
06089010300,4144,21.5
06089010400,4036,19.6
06089010500,5323,20.7
06089010601,2483,4.2
06089010602,5510,15.1
06089010603,1528,11.2
06089010702,3617,18.9
06089010703,3282,18.4
06089010704,4020,29.2
06089010803,5801,24.3
06089010804,2150,15.6
06089010805,4908,12.9
06089010806,3033,14.8
06089010807,4318,11.7
06089010900,4109,21.8
06089011001,1704,10.7
06089011002,5136,18.7
06089011100,3012,8.2
06089011209,5977,31.6
06089011300,5076,22.4
06089011401,3787,12.7
06089011402,3320,6.5
06089011403,2778,8.9
06089011500,5506,16.1
06089011600,3695,20.1
06089011701,2277,15.1
06089011702,3328,18.1
06089011703,3434,19.7
06089011801,2359,13.6
06089011802,2650,12.6
06089011803,2575,9.7
06089011900,4338,8.8
06089012000,4656,22
06089012101,4456,19
06089012102,1945,30.6
06089012200,6440,28.6
06089012301,2772,36.5
06089012302,5543,8.7
06089012303,3795,10.4
06089012400,3762,13.8
06089012500,1451,29.5
06089012601,4693,18
06089012603,3999,12.4
06089012604,2196,15.9
06089012701,4787,24.6
06089012702,3016,15.5
06091010000,2858,12.3
06093000100,1202,31.4
06093000200,1753,24.2
06093000300,4156,18.5
06093000400,574,25.6
06093000500,1780,32.6
06093000600,1867,20.8
06093000701,3657,12.2
06093000702,4418,34.4
06093000703,3240,20.3
06093000800,3341,17.3
06093000900,7143,16
06093001000,6679,19.3
06093001100,1934,18.9
06093001200,1363,16.8
06095250103,5019,14.8
06095250104,2023,9
06095250105,6822,8.6
06095250106,4872,5.3
06095250200,3778,18.7
06095250300,3155,14.4
06095250400,2728,11.2
06095250501,2264,17.8
06095250502,3472,6.3
06095250601,5301,10.6
06095250604,3681,8
06095250605,4204,5.3
06095250701,3358,17
06095250801,3628,19.4
06095250900,2636,53.5
06095251000,2761,18
06095251100,3067,41.3
06095251200,3480,16.3
06095251300,2615,9
06095251400,5638,9.8
06095251500,4378,29.4
06095251600,2508,36.4
06095251701,3507,21.6
06095251702,2598,9.6
06095251802,2600,33.2
06095251803,5035,5
06095251804,3777,15.4
06095251901,4605,23
06095251902,6226,16.7
06095251903,5634,13.9
06095252000,4419,11.8
06095252102,3931,8.3
06095252103,5333,8.1
06095252104,5583,5.4
06095252105,3342,3.2
06095252106,4377,9.7
06095252107,3671,5.6
06095252108,3197,5.3
06095252201,9194,1.7
06095252202,10470,4.5
06095252305,4873,1.3
06095252306,3350,6.2
06095252310,3030,2.9
06095252311,4316,1.8
06095252312,3551,8.3
06095252313,5609,4.1
06095252314,4130,8.1
06095252315,4870,3
06095252316,3863,4.7
06095252317,7955,1.7
06095252401,4476,10.3
06095252402,5329,18.9
06095252501,2662,20.7
06095252502,1720,21.4
06095252604,3267,20.5
06095252605,6030,30.8
06095252606,5399,23.8
06095252607,4447,23
06095252608,4301,9.9
06095252610,2973,6.6
06095252611,3680,25.6
06095252702,6814,12.5
06095252703,4044,11.3
06095252704,5328,13.7
06095252705,6087,12.8
06095252706,3763,1.9
06095252707,5707,17.8
06095252801,3029,8.5
06095252802,725,7
06095252903,4132,4
06095252904,6289,5.2
06095252908,4143,7.6
06095252909,3062,3.6
06095252910,5875,5.1
06095252911,4832,7.5
06095252912,5621,3.1
06095252913,5162,5.7
06095252914,5889,2.1
06095252915,4554,3.4
06095253000,0,-
06095253101,5252,11.8
06095253105,6026,18.6
06095253106,3503,10.1
06095253107,5999,13.9
06095253108,5023,7
06095253201,4725,5.1
06095253203,4057,14.4
06095253204,7621,16.7
06095253205,3092,16.8
06095253206,3092,2.8
06095253300,2818,2.5
06095253402,7567,16.5
06095253403,5225,3.7
06095253404,6749,18.1
06095253500,9942,11.9
06095980000,0,-
06097150100,2487,7.2
06097150202,4541,6.2
06097150203,4850,9.5
06097150204,3697,16
06097150303,4664,3.5
06097150304,6098,6.4
06097150305,5989,17.4
06097150306,4188,14.5
06097150500,4965,7.2
06097150601,4577,10.8
06097150602,4168,8.4
06097150603,7027,6.9
06097150607,5420,4.6
06097150609,4833,7.8
06097150610,3900,16.3
06097150611,4181,7
06097150612,4571,4
06097150701,4845,17.4
06097150702,4806,3.1
06097150800,5301,14.1
06097150901,4993,5.8
06097150902,3281,9
06097151000,3933,7
06097151100,5534,6
06097151201,7282,12.1
06097151203,4771,15.7
06097151204,3207,9.6
06097151301,4672,14.5
06097151305,6117,17.4
06097151306,3526,10.1
06097151307,5537,4.7
06097151308,4658,15.2
06097151309,5302,9.8
06097151310,4175,19.8
06097151311,6623,20.1
06097151401,7829,12.1
06097151402,9837,16.9
06097151502,6713,8.2
06097151503,3375,2.5
06097151504,3405,4.4
06097151601,2783,3.2
06097151602,3045,4.3
06097151700,6484,8.3
06097151800,4830,12.1
06097151900,3228,14.4
06097152000,1791,22.8
06097152100,2348,12.9
06097152201,3738,15.8
06097152202,6467,14.2
06097152203,3480,17.4
06097152300,4133,7.4
06097152400,10186,3.6
06097152501,4377,11.1
06097152502,3584,12
06097152600,8090,4.6
06097152701,5382,9.2
06097152702,5505,7.2
06097152801,5271,8
06097152802,7138,14.1
06097152903,5355,22.1
06097152904,5469,8
06097152905,4351,5.4
06097152906,5768,6
06097153001,7008,19.6
06097153002,6412,14.8
06097153003,6224,16.8
06097153005,7279,12.9
06097153006,7932,9.1
06097153102,5654,15.4
06097153103,4405,15.4
06097153104,3855,27.6
06097153200,8033,10.2
06097153300,13451,13.9
06097153401,6521,10.4
06097153403,3741,6.4
06097153404,4403,8.1
06097153501,4812,7.3
06097153502,4285,13.8
06097153600,5906,9.8
06097153703,3284,20.6
06097153704,3818,18.4
06097153705,4023,14.5
06097153706,4381,8.7
06097153801,10434,7.8
06097153804,3161,1.2
06097153806,3315,4.7
06097153807,3704,2
06097153808,4505,6.8
06097153809,4496,5
06097153901,4938,9.8
06097153902,4268,7.5
06097153903,4028,1.8
06097154000,2858,12.1
06097154100,3896,14.2
06097154201,3998,10.1
06097154202,5726,6.8
06097154302,3232,14
06097154303,1507,6.4
06097154304,2192,11.5
06097990100,0,-
06099000101,4589,7.2
06099000102,4386,11.1
06099000201,5614,10.6
06099000202,7953,13.8
06099000203,9859,15.3
06099000301,2222,24.2
06099000302,2646,8
06099000303,6205,12.5
06099000304,5253,16
06099000402,10941,7.9
06099000403,4181,5.7
06099000404,5859,15.5
06099000501,7355,11.2
06099000503,5201,13.9
06099000504,9129,7.8
06099000505,5468,19
06099000506,4626,18.7
06099000510,8880,13
06099000601,4708,15.5
06099000602,2774,10.7
06099000801,6394,10.2
06099000803,5229,27.2
06099000805,6641,17.4
06099000806,4479,9.2
06099000807,3520,17
06099000905,5631,13.2
06099000906,6532,7.4
06099000907,3363,4.2
06099000908,4884,19.1
06099000909,5041,21.4
06099000910,6561,13.9
06099000911,4823,9.7
06099000912,17605,5.8
06099001001,5396,17.8
06099001002,3054,14.6
06099001100,3755,26.2
06099001200,3690,22
06099001300,5576,16.8
06099001400,5635,34.1
06099001500,7160,13
06099001601,4949,31.8
06099001603,6105,29.1
06099001604,3865,41.3
06099001700,2727,48
06099001800,1952,39.1
06099001900,5083,10.1
06099002002,4390,37.4
06099002004,6768,25.5
06099002005,3752,21.6
06099002006,4764,13.7
06099002100,3445,31
06099002200,6489,35
06099002301,8492,26.7
06099002302,4097,30.2
06099002401,3959,18.2
06099002402,6055,38.5
06099002501,6642,13.9
06099002503,4636,23.5
06099002504,4878,14.1
06099002602,5164,29.9
06099002603,2830,7.3
06099002604,4448,23
06099002605,3607,12.5
06099002701,3981,8.4
06099002702,7432,23.7
06099002801,5661,18.1
06099002802,6246,25.7
06099002803,2706,10.4
06099002901,4492,15.2
06099002902,7745,17.9
06099003001,9590,6.1
06099003002,7283,24.3
06099003100,4164,24.7
06099003201,4460,20.8
06099003202,17236,16
06099003300,5796,14.8
06099003400,1546,23.7
06099003500,11341,14.6
06099003603,3684,14.1
06099003604,9022,14.5
06099003605,7709,22.6
06099003606,11945,4
06099003700,4807,16.9
06099003802,5425,34.1
06099003803,3171,18.9
06099003804,6605,23.9
06099003805,2779,9
06099003904,4773,14.9
06099003905,3992,3.8
06099003906,5291,26.5
06099003907,6987,8.9
06099003908,2495,29
06099003909,5968,18
06099004000,3825,11.1
06101050101,6653,27.4
06101050102,4420,24.8
06101050201,3183,25.8
06101050202,3816,32.7
06101050301,2375,11.9
06101050302,6678,25.9
06101050401,4439,11.5
06101050402,3960,8
06101050403,3588,9.3
06101050501,6287,18.4
06101050503,6867,11.8
06101050504,7334,9.2
06101050601,5980,15.2
06101050603,4555,10
06101050604,3902,7.4
06101050701,4336,22.6
06101050702,6013,19.7
06101050800,3359,3.3
06101050900,1537,16.2
06101051000,2624,21.7
06101051100,2540,9.9
06103000100,4358,14.3
06103000200,7272,11.3
06103000300,4778,23.6
06103000400,5382,14.7
06103000500,4416,20
06103000600,5427,23.9
06103000700,8426,26.1
06103000800,4180,21.7
06103000900,3606,15.5
06103001000,6528,17.6
06103001100,7954,33.2
06105000101,2404,19
06105000102,4426,17.3
06105000200,2097,19
06105000300,2982,20.6
06105000400,902,34.6
06107000100,4811,10.6
06107000201,9131,33.7
06107000202,2416,39.9
06107000301,6941,26.6
06107000302,3381,39.8
06107000401,6161,22.2
06107000402,7368,24.1
06107000501,6587,41
06107000502,4254,15.2
06107000600,6669,41.1
06107000701,2524,32.5
06107000702,5680,36.8
06107000800,7461,32.8
06107000900,7635,42.4
06107001003,23197,20.3
06107001004,7337,34.7
06107001005,2918,2.9
06107001006,5468,8.5
06107001100,7068,49.7
06107001200,1081,30.9
06107001301,8148,25.1
06107001302,8125,21.2
06107001400,5690,11.4
06107001501,5466,21
06107001502,5598,23
06107001601,5483,35.5
06107001602,5631,30.2
06107001701,6470,37
06107001703,7246,14.8
06107001704,7085,8
06107001800,4700,14.6
06107001901,3700,4.5
06107001902,4155,12.6
06107002002,4652,23.6
06107002003,6208,13.6
06107002004,4695,15.3
06107002006,4387,5.5
06107002007,8976,14.5
06107002008,2892,43
06107002009,3950,11.2
06107002100,2415,20.4
06107002202,6297,42.8
06107002203,4607,18.9
06107002204,6354,30.9
06107002302,4423,13.1
06107002303,6418,11.8
06107002304,1840,23.7
06107002400,12841,9.6
06107002500,4246,20.3
06107002601,4356,38.6
06107002602,5927,31.3
06107002700,5586,19.1
06107002800,3463,52
06107002901,3812,27.2
06107002903,5144,13.8
06107002904,5315,23.2
06107003001,4517,29.1
06107003002,3164,25.8
06107003100,3499,24.5
06107003200,7060,38.4
06107003300,8087,43.2
06107003400,7086,34.5
06107003501,2656,16.8
06107003502,11872,14.8
06107003601,7604,20.6
06107003602,7310,32.3
06107003700,6280,27.7
06107003801,2980,39.9
06107003802,4572,42.5
06107003901,6691,45.1
06107003902,5660,36.5
06107004000,106,70.8
06107004101,8865,42.3
06107004102,2172,41.4
06107004200,7017,39.6
06107004300,7617,42
06107004400,7521,51.9
06107004500,6317,33.3
06109001100,3591,7.5
06109001200,3522,36.1
06109002100,4322,17
06109002200,8161,7.6
06109003100,6803,9.7
06109003200,5801,11
06109004100,5209,11.8
06109004200,3085,18.2
06109005100,8081,17.1
06109005201,2042,5.8
06109985202,0,-
06111000100,557,9.7
06111000200,2519,16.7
06111000302,7837,20.7
06111000303,4841,10.1
06111000304,4433,23.8
06111000400,6601,8.5
06111000500,1555,27.5
06111000600,6324,34.2
06111000701,7124,20.4
06111000702,3334,7.6
06111000800,8119,6.8
06111000901,2539,3.1
06111000902,1969,14.6
06111000903,5690,10.2
06111001001,2729,9.3
06111001002,6420,17.4
06111001101,5035,4.2
06111001102,3655,12.2
06111001201,4823,18.5
06111001202,6850,1.7
06111001204,3087,18.3
06111001206,751,7.5
06111001301,8155,15.4
06111001302,2069,13.3
06111001401,4075,3.1
06111001402,5209,10.5
06111001502,9114,11.9
06111001503,4563,13.1
06111001506,5332,6.1
06111001507,4226,10.6
06111001601,1354,6.7
06111001602,2358,11.4
06111001700,3436,1.9
06111001800,4522,3.8
06111001900,4250,10.5
06111002000,2615,4.5
06111002102,1579,13.7
06111002200,6795,27
06111002300,7137,11.9
06111002400,2597,30.7
06111002500,4847,9.2
06111002600,3163,6.1
06111002700,4134,7.3
06111002800,6701,14.1
06111002901,5955,6.3
06111002905,5459,6.8
06111003010,3197,14.2
06111003011,5689,15.3
06111003012,750,60.8
06111003013,5125,5.7
06111003100,14936,7.5
06111003201,4409,28.6
06111003300,9345,15.6
06111003605,9275,5.2
06111003608,3993,7.8
06111003609,5760,10.6
06111003612,4624,5
06111003700,6843,18.9
06111003801,5235,21.2
06111003802,2705,21.5
06111003900,7400,22.6
06111004000,6767,22.6
06111004101,6677,15.1
06111004200,5501,9.9
06111004304,6396,13.7
06111004305,1147,9.9
06111004400,8217,12
06111004503,4407,23.9
06111004504,5317,15.2
06111004505,2242,20.6
06111004506,7792,38.9
06111004600,1771,9.7
06111004704,1427,14.6
06111004710,5132,22.8
06111004711,3533,11.5
06111004715,5409,7.9
06111004716,5052,13.2
06111004717,4175,24.6
06111004901,7274,5.9
06111004902,4766,25.3
06111005002,3154,24.4
06111005003,8260,22.3
06111005004,8268,8.5
06111005100,3391,8.1
06111005202,2839,9.3
06111005203,5831,10.1
06111005204,3423,3.1
06111005205,5964,7.1
06111005303,9670,6.6
06111005304,4958,6.4
06111005305,5522,3.5
06111005306,4913,4.3
06111005401,4069,1.1
06111005403,2622,12.8
06111005404,3888,8.5
06111005502,4859,14.1
06111005503,4143,8.8
06111005504,4272,5.2
06111005600,9497,6.7
06111005700,1476,2.7
06111005801,5280,2.5
06111005802,9383,3.3
06111005901,6994,3.1
06111005906,6746,2.8
06111005907,3661,5.6
06111005908,3047,7.1
06111005909,3696,5.5
06111005910,1766,2.9
06111005911,3644,4.8
06111006000,4769,4
06111006100,8695,6.9
06111006200,2960,1.6
06111006301,6474,3.2
06111006302,2626,15.4
06111006400,7056,4.2
06111006500,3563,11.6
06111006600,4303,9.8
06111006700,3074,4
06111006800,3804,6.4
06111006900,3998,15.3
06111007000,4190,12.7
06111007100,6102,12.2
06111007201,3629,2.9
06111007202,4208,2.2
06111007300,1868,5.1
06111007402,6260,1.2
06111007403,5995,3.7
06111007405,6336,2.8
06111007406,2377,4
06111007505,3114,4.6
06111007506,7155,4.4
06111007507,7212,0.2
06111007508,3757,5.4
06111007509,4496,5.4
06111007510,6073,2.5
06111007511,2369,7.9
06111007512,5462,4.3
06111007513,1511,2.4
06111007514,6398,3
06111007606,1581,2.5
06111007607,6252,1.4
06111007609,2593,3.1
06111007610,5432,3.8
06111007611,4200,19.6
06111007612,5094,7.6
06111007613,4587,2.4
06111007614,7887,5.3
06111007700,6057,8.5
06111007800,4241,8.7
06111007901,5431,8.1
06111007903,4812,2.7
06111007904,5952,5.6
06111008001,3617,15.1
06111008002,5164,8.2
06111008004,5010,5
06111008005,2552,7.4
06111008101,3515,7.7
06111008201,4675,7.3
06111008202,4590,6.9
06111008302,5566,11
06111008303,3677,14.3
06111008304,5607,2.5
06111008305,3960,3.3
06111008306,3903,6.3
06111008401,5237,8
06111008402,5550,8.1
06111008500,8644,4.2
06111008600,7714,24.4
06111008700,6307,16
06111008800,5656,3.5
06111008900,3330,4.9
06111009100,4306,27.5
06111980000,0,-
06111990100,0,-
06113010101,7142,30.2
06113010102,7684,15.3
06113010201,3481,20
06113010203,5185,38.7
06113010204,4964,29.5
06113010302,8176,7.1
06113010310,5501,4.5
06113010312,5644,7.6
06113010401,4416,10.2
06113010402,4377,1.1
06113010501,3428,58.9
06113010505,4617,17.7
06113010508,2539,21.2
06113010509,3473,24.6
06113010510,5328,42.5
06113010511,3622,21.7
06113010512,3715,32.5
06113010513,2519,32.7
06113010602,5705,33.2
06113010605,3366,9.6
06113010606,7332,19.7
06113010607,4311,6.9
06113010608,6344,47.9
06113010701,4955,34.7
06113010703,4675,49.8
06113010704,2474,28.2
06113010800,3657,17.3
06113010901,5423,12.8
06113010902,6137,20.9
06113011001,7025,18.7
06113011002,3684,1.6
06113011101,2991,13.9
06113011102,5048,26.8
06113011103,3047,13.8
06113011203,2569,0.7
06113011204,5493,4.6
06113011205,7984,8.5
06113011206,7572,4.4
06113011300,8954,8.5
06113011400,4250,13.1
06113011500,5808,10.6
06115040100,4166,28.3
06115040200,7961,24.3
06115040301,3512,35.3
06115040302,2100,40.2
06115040303,8160,11.1
06115040400,4997,40.1
06115040500,4091,22.6
06115040600,5411,12.6
06115040700,12678,6.9
06115040800,4492,9.8
06115040901,3080,26.7
06115040902,993,9.9
06115041000,7344,9.3
06115041100,4365,22.4
